session_id,session_position,session_length,track_id_clean,skip_1,skip_2,skip_3,not_skipped,context_switch,no_pause_before_play,short_pause_before_play,long_pause_before_play,hist_user_behavior_n_seekfwd,hist_user_behavior_n_seekback,hist_user_behavior_is_shuffle,hour_of_day,date,premium,context_type,hist_user_behavior_reason_start,hist_user_behavior_reason_end,skip_prediction
1_0008dc74-7c3b-4320-93c6-5d87bdd48b6e,7,18,t_07692860-5985-481d-9d22-52917392288c,False,False,False,True,0,1,0,0,0,0,False,21,2018-07-15,True,user_collection,trackdone,trackdone,True
1_0008dc74-7c3b-4320-93c6-5d87bdd48b6e,8,18,t_513f5450-a70c-4058-87dd-ac6142432096,False,True,True,False,0,1,0,0,0,0,False,21,2018-07-15,True,user_collection,trackdone,fwdbtn,True
1_0008dc74-7c3b-4320-93c6-5d87bdd48b6e,9,18,t_0686d5b2-f9f8-469e-974d-8bddb14594a2,False,False,False,True,0,1,0,0,0,0,False,21,2018-07-15,True,user_collection,fwdbtn,trackdone,True
1_0008dce1-7466-436c-bba6-0d350fd237c8,2,20,t_5943448a-3ef3-4d60-bf73-3b22ac6e759f,False,False,True,False,1,1,0,0,0,0,False,22,2018-07-15,True,catalog,clickrow,endplay,False
1_0008dce1-7466-436c-bba6-0d350fd237c8,3,20,t_395adca2-0fa0-41f1-a25c-2ae4a90dea9a,False,False,True,False,1,1,0,0,0,0,False,22,2018-07-15,True,catalog,clickrow,endplay,False
1_0008dce1-7466-436c-bba6-0d350fd237c8,4,20,t_bfe9ae70-8add-43f6-903c-faf793b2d9c1,False,False,True,False,1,1,0,0,0,0,False,22,2018-07-15,True,catalog,clickrow,endplay,True
1_0008dce1-7466-436c-bba6-0d350fd237c8,5,20,t_66173dc5-6f73-4514-b904-70e6c0011eae,False,False,True,False,1,1,0,0,0,0,False,22,2018-07-15,True,catalog,clickrow,endplay,True
1_0008dce1-7466-436c-bba6-0d350fd237c8,6,20,t_14744721-2ee5-4637-97be-b8cf76ca31c7,False,True,True,False,0,0,0,1,0,0,False,22,2018-07-15,True,catalog,clickrow,endplay,True
1_0008dce1-7466-436c-bba6-0d350fd237c8,7,20,t_cb6de631-e677-44be-9832-e6beb444ae78,False,False,False,True,1,1,0,0,0,0,False,22,2018-07-15,True,catalog,clickrow,trackdone,True
1_0008dce1-7466-436c-bba6-0d350fd237c8,8,20,t_370fb70e-ccbe-4aff-bc8c-ef7d3314825a,False,False,True,False,1,0,1,1,0,0,False,22,2018-07-15,True,radio,clickrow,endplay,True
1_0008dce1-7466-436c-bba6-0d350fd237c8,9,20,t_fe81d81c-67ae-409a-9771-5272e21f9d7a,False,False,True,False,1,1,0,0,0,0,False,22,2018-07-15,True,catalog,clickrow,endplay,True
1_0008dce1-7466-436c-bba6-0d350fd237c8,10,20,t_72df5d5b-f67d-4501-8524-9583287e32a5,False,False,True,False,1,1,0,0,0,0,False,22,2018-07-15,True,catalog,clickrow,fwdbtn,True
1_0008ebd8-6700-40dc-898b-f532d59493f1,2,13,t_e2812ca3-d904-48ab-837d-f490c49537d2,False,False,False,True,0,1,0,0,0,0,False,9,2018-07-16,True,catalog,fwdbtn,trackdone,False
1_0008ebd8-6700-40dc-898b-f532d59493f1,3,13,t_a0b4cfd7-010e-43c6-a87b-c14fa41afe49,False,True,True,False,0,0,1,1,0,0,False,9,2018-07-16,True,catalog,trackdone,fwdbtn,False
1_0008ebd8-6700-40dc-898b-f532d59493f1,4,13,t_ffdf73bf-7b3b-476a-9031-e262fa3339e6,True,True,True,False,0,1,0,0,0,0,False,9,2018-07-16,True,catalog,fwdbtn,fwdbtn,True
1_0008ebd8-6700-40dc-898b-f532d59493f1,5,13,t_8be26c54-32d3-41c3-a1d4-a3ba64c716dc,False,False,False,True,0,1,0,0,0,0,False,9,2018-07-16,True,catalog,fwdbtn,trackdone,True
1_0008ebd8-6700-40dc-898b-f532d59493f1,6,13,t_d986cfad-6504-4b20-aaa4-3980d300c324,False,False,False,True,0,1,0,0,0,0,False,9,2018-07-16,True,catalog,trackdone,trackdone,True
1_0009060f-6341-4d91-a881-13e592e1fddb,2,20,t_ac657b50-ff36-4ef9-a887-1e09875d0db2,True,True,True,False,0,1,0,0,0,0,True,17,2018-07-16,True,user_collection,fwdbtn,fwdbtn,False
1_0009060f-6341-4d91-a881-13e592e1fddb,3,20,t_e1c5b9aa-afe0-4cc5-9992-c1c6e7522520,False,False,False,True,0,1,0,0,0,0,True,17,2018-07-16,True,user_collection,fwdbtn,trackdone,False
1_0009060f-6341-4d91-a881-13e592e1fddb,4,20,t_3ac91e36-0002-4473-8866-ddddc4405f1d,True,True,True,False,0,0,1,1,0,0,True,17,2018-07-16,True,user_collection,trackdone,fwdbtn,True
1_0009060f-6341-4d91-a881-13e592e1fddb,5,20,t_1376f248-b8ee-492e-b34b-626e94294979,True,True,True,False,0,1,0,0,0,0,True,17,2018-07-16,True,user_collection,fwdbtn,fwdbtn,True
1_0009060f-6341-4d91-a881-13e592e1fddb,6,20,t_3252ac6f-4f77-45a3-b3fc-2b00960ac006,True,True,True,False,0,1,0,0,0,0,True,17,2018-07-16,True,user_collection,fwdbtn,fwdbtn,True
1_0009060f-6341-4d91-a881-13e592e1fddb,7,20,t_68670e3e-c364-4a4e-8016-a0b57450b21a,True,True,True,False,0,1,0,0,0,0,True,17,2018-07-16,True,user_collection,fwdbtn,fwdbtn,True
1_0009060f-6341-4d91-a881-13e592e1fddb,8,20,t_2c98b9df-7064-479b-8514-2a389c6f145d,True,True,True,False,0,1,0,0,0,0,True,17,2018-07-16,True,user_collection,fwdbtn,fwdbtn,True
1_0009060f-6341-4d91-a881-13e592e1fddb,9,20,t_ffe124f6-1b3f-4b75-aa8d-10d6736309df,True,True,True,False,0,0,1,1,0,1,True,17,2018-07-16,True,user_collection,fwdbtn,backbtn,True
1_0009060f-6341-4d91-a881-13e592e1fddb,10,20,t_2c98b9df-7064-479b-8514-2a389c6f145d,False,False,False,False,0,1,0,0,0,0,True,17,2018-07-16,True,user_collection,backbtn,fwdbtn,True
1_000915a8-8935-4bcd-bde7-c18fb99d8a9e,2,20,t_fec4d8aa-7ff4-418b-b3d8-835ca0f7672e,True,True,True,False,0,1,0,0,0,0,False,15,2018-07-14,True,editorial_playlist,fwdbtn,fwdbtn,False
1_000915a8-8935-4bcd-bde7-c18fb99d8a9e,3,20,t_ccaa489d-2ce8-4267-ac9e-99c5a4bd5f82,True,True,True,False,0,1,0,0,0,0,False,15,2018-07-14,True,editorial_playlist,fwdbtn,fwdbtn,False
1_000915a8-8935-4bcd-bde7-c18fb99d8a9e,4,20,t_64c3ac03-ec6e-48ab-989d-46564f620108,True,True,True,False,0,1,0,0,0,0,False,15,2018-07-14,True,editorial_playlist,fwdbtn,fwdbtn,True
1_000915a8-8935-4bcd-bde7-c18fb99d8a9e,5,20,t_9a008295-d9a4-45f6-a179-7288879cf497,True,True,True,False,0,1,0,0,0,0,False,15,2018-07-14,True,editorial_playlist,fwdbtn,backbtn,True
1_000915a8-8935-4bcd-bde7-c18fb99d8a9e,6,20,t_64c3ac03-ec6e-48ab-989d-46564f620108,False,False,False,True,0,1,0,0,0,0,False,15,2018-07-14,True,editorial_playlist,backbtn,trackdone,True
1_000915a8-8935-4bcd-bde7-c18fb99d8a9e,7,20,t_9a008295-d9a4-45f6-a179-7288879cf497,False,False,False,True,0,1,0,0,0,0,False,15,2018-07-14,True,editorial_playlist,trackdone,trackdone,True
1_000915a8-8935-4bcd-bde7-c18fb99d8a9e,8,20,t_2a55e695-7894-42aa-b920-52d1cbaf164c,False,False,False,True,0,1,0,0,0,0,False,15,2018-07-14,True,editorial_playlist,trackdone,trackdone,True
1_000915a8-8935-4bcd-bde7-c18fb99d8a9e,9,20,t_46ca5054-e280-4f02-a874-e362e343f479,False,False,True,False,0,0,1,1,0,0,False,15,2018-07-14,True,editorial_playlist,trackdone,fwdbtn,True
1_000915a8-8935-4bcd-bde7-c18fb99d8a9e,10,20,t_c62a6914-7fdb-4165-8e3e-77299df1372c,True,True,True,False,0,1,0,0,0,0,False,15,2018-07-14,True,editorial_playlist,fwdbtn,fwdbtn,True
1_00094d4d-7abb-4f24-95d9-95e124f2669b,2,20,t_70b6f9e4-e23a-4b30-ae64-ea0c1cdce440,False,False,False,True,0,1,0,0,0,0,False,19,2018-07-15,True,catalog,trackdone,trackdone,False
1_00094d4d-7abb-4f24-95d9-95e124f2669b,3,20,t_e64d72a8-6024-4500-a401-f0ceaa4ca933,False,False,True,False,0,1,0,0,0,1,False,19,2018-07-15,True,catalog,trackdone,backbtn,False
1_00094d4d-7abb-4f24-95d9-95e124f2669b,4,20,t_70b6f9e4-e23a-4b30-ae64-ea0c1cdce440,True,True,True,False,0,1,0,0,0,3,False,19,2018-07-15,True,catalog,backbtn,backbtn,True
1_00094d4d-7abb-4f24-95d9-95e124f2669b,5,20,t_ffb50689-9393-47c7-bf34-2a864e8eb478,True,True,True,False,0,1,0,0,0,0,False,19,2018-07-15,True,catalog,backbtn,backbtn,True
1_00094d4d-7abb-4f24-95d9-95e124f2669b,6,20,t_85b07caa-4acd-435d-8369-04d50668a950,True,True,True,False,0,1,0,0,0,2,False,19,2018-07-15,True,catalog,backbtn,backbtn,True
1_00094d4d-7abb-4f24-95d9-95e124f2669b,7,20,t_2ead402a-602e-4213-a7d1-ce949cfdaabc,False,False,False,True,0,1,0,0,0,2,False,19,2018-07-15,True,catalog,backbtn,trackdone,True
1_00094d4d-7abb-4f24-95d9-95e124f2669b,8,20,t_85b07caa-4acd-435d-8369-04d50668a950,False,False,False,True,0,1,0,0,0,0,False,19,2018-07-15,True,catalog,trackdone,trackdone,True
1_00094d4d-7abb-4f24-95d9-95e124f2669b,9,20,t_80450449-ebd1-4870-8b08-3593c3da88ef,False,False,False,True,0,1,0,0,0,0,False,19,2018-07-15,True,catalog,trackdone,trackdone,True
1_00094d4d-7abb-4f24-95d9-95e124f2669b,10,20,t_ba81a787-8d20-474d-8e64-c0583cf63d95,False,False,False,True,0,1,0,0,0,0,False,19,2018-07-15,True,catalog,trackdone,trackdone,True
1_000962ee-bd72-431b-80e0-ac68567b1eec,2,20,t_68813890-d0f3-45e1-9e50-c2c4638a560c,False,True,True,False,0,1,0,0,0,0,False,15,2018-07-16,False,user_collection,fwdbtn,endplay,False
1_000962ee-bd72-431b-80e0-ac68567b1eec,3,20,t_bb002c2f-7edc-4445-bace-48ab0a7ab2a3,False,False,False,True,0,1,0,0,0,0,False,15,2018-07-16,False,user_collection,clickrow,trackdone,False
1_000962ee-bd72-431b-80e0-ac68567b1eec,4,20,t_961a195d-9d85-4b96-a1c0-5c3d78f1b4b1,False,False,True,False,0,1,0,0,0,0,False,15,2018-07-16,False,user_collection,trackdone,fwdbtn,True
1_000962ee-bd72-431b-80e0-ac68567b1eec,5,20,t_0ca3cb51-74d4-4545-a26b-60c32601b586,False,False,False,True,0,1,0,0,2,3,False,16,2018-07-16,False,user_collection,fwdbtn,trackdone,True
1_000962ee-bd72-431b-80e0-ac68567b1eec,6,20,t_b1898898-cda7-4886-adc1-ccb04bfd6340,False,False,False,True,0,1,0,0,0,0,False,16,2018-07-16,False,user_collection,trackdone,trackdone,True
1_000962ee-bd72-431b-80e0-ac68567b1eec,7,20,t_e622bea7-2486-4bee-97dd-8247eba3da95,False,False,False,True,0,1,0,0,0,0,False,16,2018-07-16,False,user_collection,trackdone,trackdone,True
1_000962ee-bd72-431b-80e0-ac68567b1eec,8,20,t_2faa5006-9a8d-464a-97d3-683e64a6d34e,False,False,False,True,0,0,0,1,0,0,False,16,2018-07-16,False,user_collection,trackdone,trackdone,True
1_000962ee-bd72-431b-80e0-ac68567b1eec,9,20,t_9f2e3ae0-37c9-4c2e-8a3e-c3c4d9bc4ccd,False,False,False,True,0,1,0,0,0,0,False,16,2018-07-16,False,user_collection,trackdone,trackdone,True
1_000962ee-bd72-431b-80e0-ac68567b1eec,10,20,t_4720f223-e6e5-4a8e-836d-c9207ae6940f,False,False,False,True,0,1,0,0,0,0,False,16,2018-07-16,False,user_collection,trackdone,trackdone,True
1_0009a084-7e8a-4db9-b6ee-007cadecb5e2,2,13,t_c3ac03fe-ef58-42e0-8caf-9107ea5cb3a1,True,True,True,False,0,1,0,0,0,0,False,15,2018-07-16,True,radio,backbtn,fwdbtn,False
1_0009a084-7e8a-4db9-b6ee-007cadecb5e2,3,13,t_ee55572e-ea38-4b7f-84c5-28ba5b7cf5d6,False,False,False,True,0,1,0,0,0,0,False,15,2018-07-16,True,radio,fwdbtn,trackdone,False
1_0009a084-7e8a-4db9-b6ee-007cadecb5e2,4,13,t_f1f859b1-5c41-4d99-9e5f-d101886cc407,False,True,True,False,0,0,1,1,1,1,False,15,2018-07-16,True,radio,trackdone,fwdbtn,True
1_0009a084-7e8a-4db9-b6ee-007cadecb5e2,5,13,t_81666c2a-24f9-4d9b-9dda-beecfad7548d,True,True,True,False,0,1,0,0,0,0,False,15,2018-07-16,True,radio,fwdbtn,backbtn,True
1_0009a084-7e8a-4db9-b6ee-007cadecb5e2,6,13,t_f1f859b1-5c41-4d99-9e5f-d101886cc407,True,True,True,False,0,1,0,0,0,0,False,15,2018-07-16,True,radio,backbtn,backbtn,True
1_0009be86-18fb-4a7f-9303-6f4af8dcc825,2,13,t_1fb8d750-85d8-4598-a40b-99db77d2782d,False,False,True,False,1,0,1,1,0,0,True,18,2018-07-16,True,catalog,clickrow,endplay,False
1_0009be86-18fb-4a7f-9303-6f4af8dcc825,3,13,t_b04c0483-a9c8-449e-abf9-d7bf98abf70c,False,False,True,False,1,1,0,0,0,0,True,18,2018-07-16,True,user_collection,clickrow,endplay,False
1_0009be86-18fb-4a7f-9303-6f4af8dcc825,4,13,t_09ce1284-89af-46a4-937c-9eed160680b4,False,False,False,False,1,1,0,0,0,0,True,18,2018-07-16,True,catalog,clickrow,endplay,True
1_0009be86-18fb-4a7f-9303-6f4af8dcc825,5,13,t_2513da17-2a4f-4ad7-979f-390a76707bc7,False,False,True,False,0,1,0,0,0,0,True,18,2018-07-16,True,catalog,clickrow,endplay,True
1_0009be86-18fb-4a7f-9303-6f4af8dcc825,6,13,t_6e2142df-de96-4e49-88fa-12bfcc402c88,False,False,True,False,1,1,0,0,0,0,True,18,2018-07-16,True,catalog,clickrow,fwdbtn,True
1_0009c28a-d927-4062-9cf8-9462c232016b,2,10,t_5823c585-efc4-4759-bbf8-ffe171992727,True,True,True,False,0,1,0,0,0,0,False,9,2018-07-16,True,radio,backbtn,backbtn,False
1_0009c28a-d927-4062-9cf8-9462c232016b,3,10,t_3ba9cc9d-9023-476f-8fa5-4353896c0d1b,True,True,True,False,0,1,0,0,0,0,False,9,2018-07-16,True,radio,backbtn,backbtn,False
1_0009c28a-d927-4062-9cf8-9462c232016b,4,10,t_3708b5d6-9d52-4470-9484-fff045aba7b6,True,True,True,False,0,1,0,0,0,0,False,9,2018-07-16,True,radio,backbtn,backbtn,True
1_0009c28a-d927-4062-9cf8-9462c232016b,5,10,t_f5cc5e37-ae7f-4788-a8e2-bbffb66eae62,True,True,True,False,0,1,0,0,0,0,False,9,2018-07-16,True,radio,backbtn,backbtn,True
1_0009dba8-03f9-4b04-8c71-037f3cd5689a,2,20,t_5bcc6b65-8df4-4ae4-92d8-50df075e65f2,True,True,True,False,0,1,0,0,0,0,True,14,2018-07-16,True,user_collection,fwdbtn,fwdbtn,False
1_0009dba8-03f9-4b04-8c71-037f3cd5689a,3,20,t_db11b1b6-66d5-4995-9c81-b2689e743f9c,False,False,False,True,0,1,0,0,0,0,True,14,2018-07-16,True,user_collection,fwdbtn,trackdone,False
1_0009dba8-03f9-4b04-8c71-037f3cd5689a,4,20,t_b10e0b89-b45d-441f-855c-446f90ac6813,False,True,True,False,0,0,1,1,0,0,True,14,2018-07-16,True,user_collection,trackdone,fwdbtn,True
1_0009dba8-03f9-4b04-8c71-037f3cd5689a,5,20,t_47c2822b-7030-40c6-9779-a911baec63be,True,True,True,False,0,1,0,0,0,0,True,14,2018-07-16,True,user_collection,fwdbtn,fwdbtn,True
1_0009dba8-03f9-4b04-8c71-037f3cd5689a,6,20,t_2d5cc755-2943-4dcf-bc3e-064b2f343283,True,True,True,False,0,1,0,0,0,0,True,14,2018-07-16,True,user_collection,fwdbtn,fwdbtn,True
1_0009dba8-03f9-4b04-8c71-037f3cd5689a,7,20,t_1296dad7-8cce-4d54-ba2f-5a9dbd868126,True,True,True,False,0,1,0,0,0,0,True,14,2018-07-16,True,user_collection,fwdbtn,fwdbtn,True
1_0009dba8-03f9-4b04-8c71-037f3cd5689a,8,20,t_a7450e3c-c208-405f-a906-88322b93165f,True,True,True,False,0,1,0,0,0,0,True,14,2018-07-16,True,user_collection,fwdbtn,fwdbtn,True
1_0009dba8-03f9-4b04-8c71-037f3cd5689a,9,20,t_cee4d6b5-14fe-4cd6-94d4-63a7e46991c2,True,True,True,False,0,1,0,0,0,0,True,14,2018-07-16,True,user_collection,fwdbtn,fwdbtn,True
1_0009dba8-03f9-4b04-8c71-037f3cd5689a,10,20,t_4aed9e0f-cc1a-4287-8d77-669f26cd4a82,True,True,True,False,0,1,0,0,0,0,True,14,2018-07-16,True,user_collection,fwdbtn,fwdbtn,True
1_0009e0fa-dc15-491d-b3ce-7f9192e93d1d,2,17,t_4adf79df-f5dc-406f-b5f0-dfa43e348d56,True,True,True,False,0,1,0,0,0,0,False,11,2018-07-16,True,user_collection,backbtn,backbtn,False
1_0009e0fa-dc15-491d-b3ce-7f9192e93d1d,3,17,t_7214a853-bac3-491c-9b47-461dd0f2acb6,True,True,True,False,0,1,0,0,0,0,False,11,2018-07-16,True,user_collection,backbtn,backbtn,False
1_0009e0fa-dc15-491d-b3ce-7f9192e93d1d,4,17,t_5739ce83-1a6a-47a0-9cc5-86f9d13b0188,False,False,False,True,0,1,0,0,0,0,False,11,2018-07-16,True,user_collection,backbtn,trackdone,True
1_0009e0fa-dc15-491d-b3ce-7f9192e93d1d,5,17,t_7214a853-bac3-491c-9b47-461dd0f2acb6,False,False,False,True,0,1,0,0,0,0,False,11,2018-07-16,True,user_collection,trackdone,trackdone,True
1_0009e0fa-dc15-491d-b3ce-7f9192e93d1d,6,17,t_4adf79df-f5dc-406f-b5f0-dfa43e348d56,False,False,True,False,0,0,1,1,0,0,False,11,2018-07-16,True,user_collection,trackdone,fwdbtn,True
1_0009e0fa-dc15-491d-b3ce-7f9192e93d1d,7,17,t_a996f05d-c348-4e8d-bb61-9b95178f900f,True,True,True,False,0,1,0,0,0,0,False,11,2018-07-16,True,user_collection,fwdbtn,fwdbtn,True
1_0009e0fa-dc15-491d-b3ce-7f9192e93d1d,8,17,t_358fc53e-520d-4d91-a2f9-c03c762f324d,True,True,True,False,0,1,0,0,0,0,False,11,2018-07-16,True,user_collection,fwdbtn,fwdbtn,True
1_000a03b8-3782-42d6-8241-fa9076894f98,2,17,t_ee116f41-06dc-4f2a-87dc-494235de540e,True,True,True,False,0,0,1,1,0,0,False,22,2018-07-15,True,catalog,fwdbtn,fwdbtn,False
1_000a03b8-3782-42d6-8241-fa9076894f98,3,17,t_6b4cfa5e-9237-47d6-9f3c-98bf0cafdf72,True,True,True,False,0,0,1,1,0,0,False,22,2018-07-15,True,catalog,fwdbtn,fwdbtn,False
1_000a03b8-3782-42d6-8241-fa9076894f98,4,17,t_088eb9c0-1012-4074-aa96-cd82c0b31f55,True,True,True,False,0,0,1,1,0,0,False,22,2018-07-15,True,catalog,fwdbtn,fwdbtn,True
1_000a03b8-3782-42d6-8241-fa9076894f98,5,17,t_d209e1df-aa67-41da-8011-8c37fffb9671,True,True,True,False,0,0,1,1,0,0,False,22,2018-07-15,True,catalog,fwdbtn,fwdbtn,True
1_000a03b8-3782-42d6-8241-fa9076894f98,6,17,t_604c6a9d-1e48-4608-9c0e-ac1447808049,True,True,True,False,0,0,1,1,0,0,False,22,2018-07-15,True,catalog,fwdbtn,fwdbtn,True
1_000a03b8-3782-42d6-8241-fa9076894f98,7,17,t_6deead51-8ff2-47fc-9495-9ceb2e54f1e1,True,True,True,False,0,0,1,1,0,0,False,22,2018-07-15,True,catalog,fwdbtn,fwdbtn,True
1_000a03b8-3782-42d6-8241-fa9076894f98,8,17,t_5d87da6f-ca67-496a-804d-140e38a6627d,True,True,True,False,0,1,0,0,0,0,False,22,2018-07-15,True,catalog,fwdbtn,backbtn,True
1_000a2ea3-f2ac-4972-8844-eae0e7442de4,2,14,t_8fd97944-1b81-4414-99c1-317c023a94ad,False,False,False,True,0,1,0,0,0,0,False,19,2018-07-15,True,radio,trackdone,trackdone,False
1_000a2ea3-f2ac-4972-8844-eae0e7442de4,3,14,t_4595f639-85e7-4319-a083-85f9b8d220aa,False,False,True,False,0,1,0,0,0,0,False,19,2018-07-15,True,radio,trackdone,fwdbtn,False
1_000a2ea3-f2ac-4972-8844-eae0e7442de4,4,14,t_d10e73bc-f4ca-4f8d-a992-bc83b187e443,True,True,True,False,0,1,0,0,0,0,False,19,2018-07-15,True,radio,fwdbtn,fwdbtn,True
1_000a2ea3-f2ac-4972-8844-eae0e7442de4,5,14,t_553e045f-69f7-49a7-a272-f471078c5ad0,True,True,True,False,0,1,0,0,0,0,False,19,2018-07-15,True,radio,fwdbtn,fwdbtn,True
1_000a2ea3-f2ac-4972-8844-eae0e7442de4,6,14,t_f3e1ff5c-8254-4b14-b253-e407da8d3179,False,False,True,False,0,0,1,1,0,0,False,19,2018-07-15,True,radio,fwdbtn,fwdbtn,True
1_000a2ea3-f2ac-4972-8844-eae0e7442de4,7,14,t_3ce4f073-86b4-4ec5-949f-56b12c4988d0,True,True,True,False,0,1,0,0,0,0,False,19,2018-07-15,True,radio,fwdbtn,fwdbtn,True
1_000a85a1-d2d6-477d-afa9-4a4d902e6e9d,2,20,t_89a2fa0a-dfe7-4d07-a080-1391b541c855,False,False,True,False,0,1,0,0,0,0,False,2,2018-07-16,False,catalog,fwdbtn,fwdbtn,False
1_000a85a1-d2d6-477d-afa9-4a4d902e6e9d,3,20,t_16ff1cd7-dc8c-41ce-8cc3-d2dc47fbbafb,True,True,True,False,0,1,0,0,0,0,False,2,2018-07-16,False,catalog,fwdbtn,fwdbtn,False
1_000a85a1-d2d6-477d-afa9-4a4d902e6e9d,4,20,t_1413dbcd-1611-4b78-bf59-8a27bce1c2b4,False,False,True,False,0,1,0,0,0,0,False,2,2018-07-16,False,catalog,fwdbtn,endplay,True
1_000a85a1-d2d6-477d-afa9-4a4d902e6e9d,5,20,t_82d7050a-d221-4659-84c9-16faf999edcb,False,False,False,True,0,0,1,1,0,0,False,2,2018-07-16,False,catalog,clickrow,trackdone,True
1_000a85a1-d2d6-477d-afa9-4a4d902e6e9d,6,20,t_6e6b433c-59da-49bc-9bdf-ddc122928277,False,False,True,False,0,0,1,1,0,0,False,2,2018-07-16,False,catalog,trackdone,fwdbtn,True
1_000a85a1-d2d6-477d-afa9-4a4d902e6e9d,7,20,t_1eeb0561-c8e5-483c-ba92-5f2492fe5f21,False,False,True,False,0,1,0,0,1,0,False,2,2018-07-16,False,catalog,fwdbtn,fwdbtn,True
1_000a85a1-d2d6-477d-afa9-4a4d902e6e9d,8,20,t_5998c52b-3f23-4360-a3b6-b746f077eb8e,False,True,True,False,0,1,0,0,1,0,False,2,2018-07-16,False,catalog,fwdbtn,endplay,True
1_000a85a1-d2d6-477d-afa9-4a4d902e6e9d,9,20,t_bacf06d3-9185-4183-84ea-ff0db51475ce,False,True,True,False,0,1,0,0,0,0,False,2,2018-07-16,False,catalog,clickrow,endplay,True
1_000a85a1-d2d6-477d-afa9-4a4d902e6e9d,10,20,t_f4575c82-b7e8-491f-8124-c4530d20f383,False,True,True,False,0,1,0,0,1,0,False,2,2018-07-16,False,catalog,clickrow,endplay,True
1_000a88b0-5bef-4141-988e-2cf9f0d153a6,2,10,t_f5bb6897-ec08-4b41-a364-c14cf19ffa7d,False,False,True,False,0,0,1,1,0,0,False,15,2018-07-16,True,user_collection,trackdone,fwdbtn,False
1_000a88b0-5bef-4141-988e-2cf9f0d153a6,3,10,t_f9a214c3-3aa1-4cd3-b590-b5d88e5bb5ee,True,True,True,False,0,1,0,0,0,0,False,15,2018-07-16,True,user_collection,fwdbtn,fwdbtn,False
1_000a88b0-5bef-4141-988e-2cf9f0d153a6,4,10,t_f270bc85-e150-44ab-85df-2b13b51546ed,True,True,True,False,0,1,0,0,0,0,False,15,2018-07-16,True,user_collection,fwdbtn,fwdbtn,True
1_000a88b0-5bef-4141-988e-2cf9f0d153a6,5,10,t_0860a03c-4158-4761-a5b3-1aa2aaa4973c,True,True,True,False,0,1,0,0,0,0,False,15,2018-07-16,True,user_collection,fwdbtn,fwdbtn,True
1_000a9217-49cf-4d11-a948-46294136c94e,2,10,t_1b455975-04e2-4c15-b990-dafc6445dacb,False,False,True,False,0,1,0,0,3,0,False,17,2018-07-16,True,radio,fwdbtn,fwdbtn,False
1_000a9217-49cf-4d11-a948-46294136c94e,3,10,t_ef563fa0-4b27-401c-88f1-cc62f885bfa0,False,False,True,False,0,1,0,0,1,0,False,17,2018-07-16,True,radio,fwdbtn,trackdone,False
1_000a9217-49cf-4d11-a948-46294136c94e,4,10,t_b73953af-70cb-46bc-9247-d1d89cb8b4c8,False,False,False,True,0,1,0,0,0,0,False,17,2018-07-16,True,radio,trackdone,trackdone,True
1_000a9217-49cf-4d11-a948-46294136c94e,5,10,t_5a2da916-71de-4178-a328-2cf1fdfd2058,False,False,True,False,0,0,1,1,0,0,False,17,2018-07-16,True,radio,trackdone,fwdbtn,True
1_000aae3a-7137-4471-b66d-cd831a8cc712,2,20,t_46b3f6ad-adef-4920-8ae3-d20b413e9107,False,False,False,True,0,1,0,0,0,0,False,10,2018-07-16,True,personalized_playlist,trackdone,trackdone,False
1_000aae3a-7137-4471-b66d-cd831a8cc712,3,20,t_466803ed-abac-4514-99f8-30fcda121051,False,False,False,True,0,0,1,1,0,0,False,10,2018-07-16,True,personalized_playlist,trackdone,trackdone,False
1_000aae3a-7137-4471-b66d-cd831a8cc712,4,20,t_565e7d37-4f8b-44fb-b3a3-81a4f05cc2c6,False,False,False,False,0,1,0,0,0,0,False,10,2018-07-16,True,personalized_playlist,trackdone,fwdbtn,True
1_000aae3a-7137-4471-b66d-cd831a8cc712,5,20,t_4db84865-5d3d-4b5d-bca9-09e27c5838cb,False,False,False,True,0,1,0,0,0,0,False,10,2018-07-16,True,personalized_playlist,fwdbtn,trackdone,True
1_000aae3a-7137-4471-b66d-cd831a8cc712,6,20,t_8900b7e8-6ae1-4e6c-960c-91d8b643dc87,False,False,True,False,0,0,1,1,0,0,False,10,2018-07-16,True,personalized_playlist,trackdone,backbtn,True
1_000aae3a-7137-4471-b66d-cd831a8cc712,7,20,t_4db84865-5d3d-4b5d-bca9-09e27c5838cb,True,True,True,False,0,1,0,0,0,0,False,10,2018-07-16,True,personalized_playlist,backbtn,fwdbtn,True
1_000aae3a-7137-4471-b66d-cd831a8cc712,8,20,t_8900b7e8-6ae1-4e6c-960c-91d8b643dc87,True,True,True,False,0,1,0,0,0,0,False,10,2018-07-16,True,personalized_playlist,fwdbtn,fwdbtn,True
1_000aae3a-7137-4471-b66d-cd831a8cc712,9,20,t_7a8f3f4e-0904-4751-b575-3092d2c683c5,True,True,True,False,0,1,0,0,0,0,False,10,2018-07-16,True,personalized_playlist,fwdbtn,fwdbtn,True
1_000aae3a-7137-4471-b66d-cd831a8cc712,10,20,t_c5b98741-305b-4f2e-a646-6339d88dd20e,False,True,True,False,0,1,0,0,0,0,False,10,2018-07-16,True,personalized_playlist,fwdbtn,fwdbtn,True
